,Date.Sampled,Address,HCluster,X1st.Draw,X2nd.Draw,X3rd.Draw,X4th.Draw,X5th.Draw,X6th.Draw,X7th.Draw,X8th.Draw,X9th.Draw,X10th.Draw,X11th.Draw,longitude,latitude
888,3/31/2022,"4767 N Kewanee Ave, Chicago, IL",1,4.25,5.57,10.2,11.3,11.7,13.2,13.0,13.4,17.2,17.4,5.28,-87.73173534680696,41.96636622849911
889,6/1/2021,"4721 S Champlain Ave, Chicago, IL",2,14.1,32.1,4.78,2.97,6.61,8.69,2.59,2.1,2.04,1.86,1.57,-87.60991747704918,41.808855300000005
890,7/29/2016,"4717 S Greenwood Ave, Chicago, IL",3,5.7,6.2,6.2,6.2,6.5,6.1,6.0,6.2,6.5,6.5,6.1,-87.59914804299918,41.80925466594922
891,1/6/2017,"4742 S Greenwood Ave, Chicago, IL",2,5.36,5.94,7.42,7.84,7.86,8.24,8.41,8.36,8.06,6.51,4.13,-87.59935674598213,41.80861454164485
892,1/31/2020,"4752 S Kenwood Ave, Chicago, IL",4,9.41,9.4,16.0,14.8,17.7,18.2,16.4,16.0,15.0,16.4,10.8,-87.59388632988448,41.80821830870958
893,5/7/2018,"4754 S Kimbark Ave, Chicago, IL",2,15.0,15.0,23.0,25.0,25.0,22.0,20.0,19.0,16.0,13.0,12.0,-87.59529854364035,41.808296333640435
894,4/25/2017,"4790 S Kimbark Ave, Chicago, IL",2,7.6,28.6,27.5,21.2,20.8,16.4,17.7,17.8,15.9,11.6,10.7,-87.5952928253272,41.808025248886196
897,11/14/2019,"4739 W Race Ave, Chicago, IL",2,12.4,15.9,6.36,4.94,3.93,3.6,3.39,2.97,2.82,2.93,2.17,-87.7447669,41.8902998
898,9/29/2021,"4856 N California Ave, Chicago, IL",1,9.8,11.0,11.0,11.0,12.0,11.0,1.0,12.0,13.0,13.0,7.7,-87.69884927025036,41.97004116926157
899,3/29/2022,"4813 N Hermitage Ave, Chicago, IL",2,10.6,10.9,11.3,10.8,11.6,21.0,24.4,25.5,28.7,25.9,4.03,-87.67249921588422,41.969300189660096
901,4/5/2022,"4810 N Merrimac Ave, Chicago, IL",2,1.02,0.5,1.07,1.68,2.86,1.9,1.13,1.16,0.5,0.5,0.5,-87.78447426530612,41.96914489795918
903,8/2/2021,"4891 S Keeler Ave, Chicago, IL",2,9.93,9.5,8.34,9.71,10.5,8.19,10.4,12.6,13.5,13.3,16.5,-87.72827273306098,41.804406057250944
904,8/2/2021,"4894 S Keeler Ave, Chicago, IL",2,8.5,8.03,7.71,6.93,6.49,6.39,6.58,6.72,6.82,6.98,8.84,-87.72849087426891,41.80433852840131
906,7/31/2018,"4864 S Langley Ave, Chicago, IL",1,8.55,6.48,4.72,4.61,4.68,4.89,4.89,4.92,5.05,4.86,5.28,-87.60903115112359,41.80652903981017
907,2/9/2022,"4894 S Laporte Ave, Chicago, IL",1,21.8,31.2,44.8,40.3,41.4,40.1,39.5,39.4,39.6,39.1,29.4,-87.74683887612423,41.80411332425944
908,2/7/2022,"4863 S Lavergne Ave, Chicago, IL",4,25.5,32.3,47.3,50.9,50.3,46.2,43.6,43.8,45.6,42.8,30.5,-87.74785519382945,41.804613940891585
913,5/17/2021,"4867 W Quincy St, Chicago, IL",5,3.06,2.33,3.93,4.69,4.69,9.21,11.1,11.3,15.0,16.2,3.18,-87.74703100860661,41.87758645525785
914,3/5/2020,"4811 W Wrightwood Ave, Chicago, IL",1,4.79,6.45,5.96,5.82,7.14,7.19,6.34,7.14,6.96,6.69,2.98,-87.74742920523445,41.92781436511309
918,11/2/2020,"4947 N Hamilton Ave, Chicago, IL",2,7.87,7.56,11.8,11.6,11.6,11.9,11.3,11.0,12.2,12.2,8.37,-87.6827290688259,41.9718856
919,9/18/2021,"4998 N Kildare Ave, Chicago, IL",2,3.52,3.93,6.63,9.94,11.2,11.9,12.4,11.8,11.4,11.3,17.1,-87.735642,41.971679
920,10/1/2021,"4918 N Kildare Ave, Chicago, IL",2,4.2,5.4,5.9,7.8,9.7,10.0,10.0,12.0,14.0,13.0,4.4,-87.73578335981782,41.9706353
923,2/23/2022,"4926 N Ridgeway Ave, Chicago, IL",3,9.35,22.5,19.1,18.4,16.9,17.1,16.1,13.2,8.06,7.24,6.94,-87.72209171656648,41.97067160312411
924,11/15/2019,"4964 N Seeley Ave, Chicago, IL",4,5.27,14.1,7.71,8.71,7.34,7.28,17.1,23.5,21.8,17.9,10.7,-87.68060936850267,41.971704948545955
927,12/22/2016,"4922 S Washington Park Ct, Chicago, IL",2,6.24,6.3,14.4,20.8,20.4,18.3,15.3,13.1,9.91,5.57,2.6,-87.61530265209942,41.8050353
928,9/3/2019,"4932 W Augusta Blvd, Chicago, IL",1,7.83,3.57,8.64,11.0,10.6,9.52,8.75,9.12,9.82,12.6,1.61,-87.74919990881781,41.89872849372128
932,3/22/2022,"4929 W Erie St, Chicago, IL",2,3.7,9.8,11.0,12.0,12.0,13.0,14.0,13.0,12.0,12.0,7.7,-87.7493363620915,41.89198135
933,1/13/2018,"4981 W Roscoe St, Chicago, IL",5,6.9,11.2,13.4,14.0,16.0,16.9,19.7,20.1,18.3,18.0,8.36,-87.75134105953997,41.94233782531844
934,8/11/2021,"4953 W Roscoe St, Chicago, IL",3,7.1,12.9,15.2,16.7,14.7,14.0,12.5,10.9,9.95,8.78,2.2,-87.7507344895612,41.94234565468637
936,12/9/2019,"4994 W Waveland Ave, Chicago, IL",5,4.2,5.1,5.2,4.7,4.6,4.6,9.7,17.0,17.0,12.0,8.9,-87.75182977200109,41.947976808038824
937,2/9/2022,"414 E 46Th St, Chicago, IL",2,7.0,10.1,10.1,10.6,19.5,22.4,16.3,13.9,14.1,12.8,5.65,-87.615863,41.811291
938,3/16/2020,"411 E 87Th St, Chicago, IL",4,5.23,7.75,11.0,12.8,18.5,17.9,16.9,15.9,13.4,11.1,7.28,-87.6140377440639,41.73642734900627
940,9/23/2019,"457 E 91St Pl, Chicago, IL",2,2.58,3.53,3.45,3.3,3.46,3.04,3.28,3.22,2.08,1.42,0.5,-87.61206869443436,41.728110900000004
941,10/18/2021,"472 W Briar Pl, Chicago, IL",2,8.7,12.8,22.3,27.6,26.7,17.8,19.0,22.6,22.9,21.4,21.3,-87.64187456941217,41.93880817107801
942,1/27/2022,"467 W Webster Ave, Chicago, IL",2,7.09,12.6,22.2,18.6,19.0,17.8,16.0,14.2,12.8,11.6,10.6,-87.64104084539372,41.92184877968649
943,3/30/2022,"5092 N Avers Ave, Chicago, IL",4,3.5,5.12,4.23,7.47,7.24,4.76,5.59,10.0,12.3,17.6,3.78,-87.72465034470181,41.97354100914193
944,11/7/2018,"5037 N Avers Ave, Chicago, IL",5,4.76,13.9,32.6,56.2,54.8,55.6,52.0,47.6,87.6,73.7,67.0,-87.72440798374073,41.97279734420427
945,11/9/2018,"5025 N Avers Ave, Chicago, IL",2,1.6,1.2,1.8,1.8,1.7,1.5,1.4,1.3,1.3,1.3,1.2,-87.72440341907718,41.9726373440097
946,10/20/2021,"5056 N Avers Ave, Chicago, IL",3,18.6,28.4,27.4,34.0,33.5,32.7,21.6,34.6,23.5,28.0,7.02,-87.72482631205861,41.9736052
948,1/21/2020,"5060 N Drake Ave, Chicago, IL",5,6.89,9.34,10.2,9.41,8.69,10.7,13.4,13.8,14.4,14.8,23.5,-87.71727737037037,41.973489962962965
950,2/10/2022,"5081 N Kilbourn Ave, Chicago, IL",2,8.7,29.0,35.0,35.0,30.0,17.0,15.0,15.0,13.0,12.0,8.5,-87.74050096108995,41.97326487160872
953,12/17/2019,"5097 N Menard Ave, Chicago, IL",3,4.85,10.0,10.5,9.41,9.6,10.8,11.8,13.0,14.0,14.7,11.3,-87.77325967970067,41.973720073618956
955,10/10/2019,"5085 N Mozart St, Chicago, IL",2,0.83,0.5,0.51,0.55,0.52,0.59,0.58,0.66,0.68,0.69,0.87,-87.69996346682478,41.97364313879986
960,12/27/2019,"5050 N Sayre Ave, Chicago, IL",2,4.28,6.21,7.57,8.0,8.06,8.36,8.8,9.54,10.2,11.5,11.3,-87.80135173824046,41.973064816573256
962,7/20/2021,"5057 S Laporte Ave, Chicago, IL",5,4.58,4.54,7.38,10.6,14.0,12.8,11.2,5.14,4.09,3.72,3.32,-87.74653991385047,41.801073855542484
963,6/10/2016,"5018 S Washtenaw Ave, Chicago, IL",2,11.1,11.1,18.0,15.8,19.0,16.4,13.0,10.8,10.3,9.36,5.4,-87.69187593938193,41.80220825
964,12/17/2021,"5099 W Berteau Ave, Chicago, IL",2,1.35,1.92,1.37,1.29,1.23,1.25,1.38,1.81,2.25,2.15,1.51,-87.754637,41.956898
965,10/16/2018,"5035 W Cornelia Ave, Chicago, IL",1,7.37,5.2,5.05,8.16,10.2,11.2,3.94,3.5,0.5,0.5,0.5,-87.75333445,41.94395405
966,8/27/2021,"5082 W Dakin St, Chicago, IL",2,6.11,7.44,7.44,7.41,6.7,8.21,14.3,14.1,12.0,11.1,3.2,-87.7541538850032,41.952468271989794
968,9/24/2021,"5088 W Newport Ave, Chicago, IL",5,4.21,5.96,8.27,7.72,8.12,8.38,8.45,8.71,8.5,8.57,7.44,-87.75429403829237,41.943377364420954
969,8/17/2021,"5013 W Oakdale Ave, Chicago, IL",3,3.93,3.54,4.16,3.48,3.35,3.62,5.79,8.64,10.7,12.0,8.3,-87.75222117101985,41.933988299999996
970,3/22/2022,"5034 W Strong St, Chicago, IL",1,1.46,3.16,9.12,4.32,7.09,7.16,9.13,8.39,8.07,7.46,1.7,-87.75405992012139,41.97090195
971,8/25/2021,"5087 W Waveland Ave, Chicago, IL",5,5.62,9.63,8.36,13.0,16.8,20.4,19.4,14.2,20.5,19.1,17.6,-87.75410918210144,41.94778318070608
972,1/9/2020,"5080 W Wellington Ave, Chicago, IL",3,4.54,5.58,6.89,7.53,8.13,7.58,8.35,13.4,15.0,15.3,10.0,-87.75354823201039,41.93517483599987
976,11/25/2020,"5173 N Drake Ave, Chicago, IL",2,23.8,13.2,9.86,4.95,5.78,5.06,4.64,4.15,4.65,3.57,2.61,-87.7170990738112,41.97485644718423
977,8/19/2019,"5122 N Kenneth Ave, Chicago, IL",1,13.0,10.7,10.8,11.4,11.9,11.0,9.91,15.2,18.6,16.2,14.7,-87.73966300324199,41.9742776
978,9/17/2018,"5192 N Menard Ave, Chicago, IL",3,1.8,1.73,2.01,4.53,5.0,5.11,4.88,4.84,4.8,4.62,6.54,-87.77345142475725,41.97507871197536
979,9/21/2021,"5157 N Menard Ave, Chicago, IL",5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-87.7732398222833,41.974654002351144
980,8/30/2019,"5126 N Monticello Ave, Chicago, IL",1,3.42,7.87,6.76,10.1,12.2,13.1,13.0,11.9,10.0,9.67,6.33,-87.71975028387921,41.97433197510332
981,8/13/2019,"5127 N Neva Ave, Chicago, IL",2,8.24,7.76,10.4,11.9,11.1,10.3,11.1,17.2,20.5,29.0,28.5,-87.80562738753639,41.97444375
983,8/9/2021,"5141 N Normandy Ave, Chicago, IL",3,20.0,23.0,27.0,36.0,38.0,33.0,28.0,28.0,26.0,26.0,13.0,-87.79365108731778,41.9750055
986,7/16/2021,"5192 S Lawler Ave, Chicago, IL",2,1.85,3.55,3.66,3.94,4.07,4.06,4.15,4.78,6.28,7.51,7.22,-87.74913580607279,41.798633609077235
987,1/25/2022,"5181 S Lawndale Ave, Chicago, IL",1,4.65,8.6,5.73,3.39,3.48,6.19,8.77,11.9,9.06,8.66,10.6,-87.71586518608122,41.799158629116775
988,5/24/2021,"5171 S Loomis Blvd, Chicago, IL",1,4.8,3.85,3.92,5.21,5.47,4.61,4.74,4.65,5.05,4.94,4.94,-87.6597732620866,41.800007444481345
990,9/23/2021,"5182 S Luna Ave, Chicago, IL",5,2.82,2.06,0.5,1.66,2.22,2.29,1.89,2.64,3.0,2.87,2.1,-87.76136254769614,41.798635024181785
991,8/10/2021,"5131 S Moody Ave, Chicago, IL",2,11.8,13.2,13.6,12.0,11.6,12.4,22.5,25.4,26.6,24.0,22.5,-87.77564241640029,41.79883785
992,7/28/2016,"5164 S Mulligan Ave, Chicago, IL",2,5.5,8.22,7.2,8.03,5.74,4.48,3.62,3.24,5.42,15.6,21.8,-87.78088653918958,41.79854197350217
994,7/23/2021,"5165 W Agatite Ave, Chicago, IL",2,11.1,16.7,13.4,12.6,16.8,17.2,19.1,18.9,17.2,16.22,14.99,-87.75673097355522,41.961437452764045
995,3/31/2022,"5187 W Concord Pl, Chicago, IL",2,4.84,5.7,6.92,9.52,10.1,10.8,11.2,10.9,10.0,9.28,5.63,-87.75521651160315,41.91034446096564
997,6/24/2021,"5178 W Drummond Pl, Chicago, IL",1,5.33,7.2,6.65,6.69,6.48,6.49,13.8,17.3,17.6,17.0,3.13,-87.75522981349587,41.928780084365975
998,11/4/2021,"5168 W Nelson St, Chicago, IL",5,29.7,39.6,36.8,32.4,30.2,29.7,29.3,28.7,28.5,26.9,18.8,-87.75577532237699,41.93605596609749
1000,2/5/2020,"5179 W Parker Ave, Chicago, IL",2,7.5,6.1,5.6,7.2,15.0,19.0,24.0,27.0,18.0,13.0,9.0,-87.75529581914634,41.930426492720464
1002,12/26/2018,"5256 N Bernard St, Chicago, IL",2,106.0,28.3,26.0,29.7,30.2,32.4,31.8,31.7,27.6,29.9,5.58,-87.71509238034874,41.97737245
1003,12/3/2019,"5253 N Bernard St, Chicago, IL",1,4.33,4.41,4.34,5.2,5.63,5.23,5.82,10.9,15.0,15.7,3.78,-87.7146729879105,41.97673909385145
1005,8/23/2019,"5294 N Leamington Ave, Chicago, IL",3,10.3,12.5,15.4,18.1,20.8,20.4,12.9,12.3,12.6,12.4,16.5,-87.75668467843715,41.976891122889796
1006,9/23/2019,"5252 N Leamington Ave, Chicago, IL",5,5.88,4.15,6.86,8.32,6.92,7.28,8.44,11.7,17.0,15.3,11.9,-87.75685930493698,41.97676375
1007,10/21/2019,"5241 N Lind Ave, Chicago, IL",1,4.09,5.92,8.46,9.58,8.28,8.3,8.56,7.8,6.66,5.98,14.0,-87.76179028137554,41.97666065582498
1009,8/2/2021,"5293 N Magnolia Ave, Chicago, IL",2,111.0,18.4,51.4,87.5,79.5,67.3,58.8,55.2,54.8,49.0,9.59,-87.66107559761322,41.97790750413083
1011,8/30/2021,"5231 N Milwaukee Ave, Chicago, IL",2,2.75,5.54,5.18,5.67,5.99,5.22,5.8,8.5,15.3,19.0,17.8,-87.76738619587745,41.975420774024116
1014,9/27/2021,"5246 N Oleander Ave, Chicago, IL",1,4.04,4.32,4.91,5.33,4.87,4.82,5.98,12.5,12.8,13.3,3.8,-87.81578766666667,41.97532485714315
1015,10/21/2019,"5274 N Oriole Ave, Chicago, IL",2,3.11,7.03,11.6,11.8,13.6,4.14,2.47,5.81,8.92,11.1,7.72,-87.81701700701633,41.97574036502156
1016,8/16/2021,"5266 N Sawyer Ave, Chicago, IL",1,7.79,8.96,12.3,14.7,16.9,19.4,19.9,24.7,30.6,32.1,21.3,-87.71003796046959,41.97699689901832
1017,8/23/2021,"5213 N St Louis Ave, Chicago, IL",3,7.34,9.73,11.2,13.9,14.6,16.6,23.9,23.6,21.5,18.1,9.71,-87.71588142939643,41.9763797346735
1018,12/11/2019,"5262 N Wayne Ave, Chicago, IL",4,7.21,7.14,6.58,6.5,7.12,8.68,12.2,15.8,12.9,15.9,7.29,-87.66369414521462,41.977386089524906
1019,12/15/2021,"5293 S Kimbark Ave, Chicago, IL",2,11.0,11.3,12.3,12.2,11.9,12.0,12.5,12.9,13.0,16.9,48.9,-87.59492184124535,41.80018109919533
1021,10/12/2021,"5249 S Melvina Ave, Chicago, IL",2,10.1,8.39,10.0,16.1,11.3,10.6,9.92,10.1,10.7,11.2,9.79,-87.77696147038378,41.79706344895032
1024,9/8/2021,"5238 S Monitor Ave, Chicago, IL",1,13.2,33.0,8.36,5.0,4.8,4.44,3.77,3.56,3.49,3.34,3.2,-87.7688240362003,41.796965900000004
1025,12/16/2017,"5265 S Moody Ave, Chicago, IL",1,0.5,0.5,0.5,0.5,1.22,0.5,0.5,0.5,0.5,0.5,1.47,-87.775737666603,41.79683161067303
1026,10/4/2021,"5235 S Mulligan Ave, Chicago, IL",4,5.39,5.9,5.98,5.72,6.66,16.1,18.7,17.3,16.5,15.9,15.0,-87.78062478529586,41.797213752463655
1027,11/16/2018,"5297 S Mulligan Ave, Chicago, IL",4,13.4,15.7,22.7,35.3,35.5,35.4,25.2,29.8,32.3,31.4,16.7,-87.78059493821254,41.79622489922693
1028,12/20/2021,"5224 S Mulligan Ave, Chicago, IL",3,14.0,29.0,24.0,38.0,39.0,37.0,26.0,30.0,30.0,30.0,13.0,-87.78084963915732,41.79736948863175
1029,10/3/2019,"5283 S Neenah Ave, Chicago, IL",3,5.91,13.6,12.7,1.6,14.9,13.4,11.9,11.2,10.6,11.1,4.33,-87.78548051225081,41.79637136189322
1030,1/6/2020,"5226 S Neva Ave, Chicago, IL",5,7.94,9.02,18.0,26.6,32.0,28.9,25.6,25.9,26.5,24.8,16.8,-87.80051612856737,41.79704765413842
1032,2/14/2020,"5259 S New England Ave, Chicago, IL",2,2.91,3.48,3.9,4.05,3.39,10.6,13.4,14.8,13.7,13.1,1.31,-87.79385420597961,41.796358850000004
1033,2/11/2020,"5213 S Newcastle Ave, Chicago, IL",3,14.0,24.0,30.0,28.0,25.0,24.0,23.0,17.0,17.0,17.0,7.7,-87.79279834734562,41.79629972900006
1034,2/13/2020,"5211 S Newcastle Ave, Chicago, IL",3,5.11,10.1,10.5,16.6,32.8,24.7,18.4,19.2,17.5,17.4,17.1,-87.79320890024532,41.79656335
1035,12/13/2019,"5274 S Rutherford Ave, Chicago, IL",4,4.52,9.28,12.0,14.2,14.4,14.6,13.7,12.8,12.1,11.3,4.62,-87.79058401998931,41.79642752361299
1036,10/27/2021,"5218 S Sayre Ave, Chicago, IL",3,9.24,8.51,7.49,14.0,7.45,6.38,6.81,7.3,8.87,9.13,6.84,-87.7966904370661,41.79675395192102
1037,8/6/2021,"5254 S Wells St, Chicago, IL",2,6.01,7.07,5.5,4.83,7.88,12.8,11.8,12.6,11.1,10.7,1.5,-87.63219129163805,41.79851495
1038,2/7/2017,"5248 W Argyle St, Chicago, IL",2,4.1,4.5,8.4,25.0,15.0,13.0,12.0,13.0,13.0,15.0,15.0,-87.75877612788456,41.971307550000006
1039,3/15/2022,"5225 W Belle Plaine Ave, Chicago, IL",5,6.43,7.01,9.71,11.8,15.5,21.4,22.0,20.7,18.8,17.7,15.3,-87.75763154801598,41.955034800635886
1040,2/6/2020,"5297 W Belle Plaine Ave, Chicago, IL",2,1.63,2.17,2.18,2.04,2.61,6.82,6.83,5.68,5.55,7.39,19.4,-87.75881152523849,41.955185994321745
1041,8/20/2019,"5237 W Byron St, Chicago, IL",1,2.62,3.05,2.9,2.75,3.44,11.1,11.6,9.34,9.22,11.6,33.6,-87.75851520344828,41.95135196962389
1042,2/2/2017,"5293 W Cuyler Ave, Chicago, IL",2,4.56,6.02,9.33,7.95,8.42,10.0,16.0,22.2,24.3,23.3,22.1,-87.75926023893358,41.95426799171707
1043,8/12/2021,"5237 W Eddy St, Chicago, IL",1,6.07,6.6,7.53,7.0,7.0,8.73,16.2,26.0,24.1,21.3,17.6,-87.75761783921902,41.944997763696215
1045,8/12/2021,"5245 W Leland Ave, Chicago, IL",1,6.5,5.38,5.2,5.81,6.04,5.82,15.2,31.4,33.2,30.9,17.6,-87.7591634956342,41.96568881978664
1046,1/17/2017,"5241 W Nelson St, Chicago, IL",5,4.99,4.82,4.35,4.17,4.2,4.4,4.74,4.61,4.47,4.12,2.77,-87.75760605,41.9357408
1049,6/24/2021,"5255 W Wolfram St, Chicago, IL",3,3.31,2.55,2.41,2.04,2.69,5.33,6.72,7.02,7.39,8.02,8.36,-87.757938382389,41.93221270320819
1050,10/11/2019,"5343 N Christiana Ave, Chicago, IL",5,6.5,6.2,5.8,6.1,6.4,11.0,17.0,20.0,20.0,21.0,22.0,-87.71250324671115,41.978406461457645
1051,3/9/2022,"5332 N Ludlam Ave, Chicago, IL",3,3.9,6.7,19.9,24.2,24.7,32.4,34.1,35.4,34.7,26.5,12.4,-87.76270549984253,41.9789588
1054,2/2/2017,"5376 N Meade Ave, Chicago, IL",1,4.6,6.18,7.82,8.85,13.4,14.4,11.7,10.3,9.7,10.1,8.25,-87.78121924971319,41.978831650000004
1057,2/29/2020,"5340 N Oconto Ave, Chicago, IL",2,8.15,6.27,9.77,16.4,18.0,20.8,24.4,23.7,21.1,26.9,3.84,-87.80953797395159,41.97793434984235
1058,11/15/2018,"5346 N Oketo Ave, Chicago, IL",2,4.87,9.54,10.8,10.8,10.2,9.57,10.2,9.71,11.3,14.4,11.0,-87.81206858333333,41.97783041666666
1060,5/29/2019,"5393 S Cornell, Chicago, IL",2,2.69,2.77,3.35,4.01,4.16,3.76,3.62,3.45,3.74,7.42,10.6,-87.5953256,41.7547566
1061,11/10/2021,"5383 S DreXel Ave, Chicago, IL",3,6.91,8.27,9.37,9.24,8.96,8.84,8.47,9.63,14.2,16.6,25.1,-87.60400450020258,41.798274009993946
1062,8/31/2021,"5332 S DreXel Ave, Chicago, IL",2,1.9,1.93,2.17,2.17,2.26,2.3,2.45,2.54,2.65,2.74,2.79,-87.60365289572184,41.7986929
1064,12/17/2016,"5339 S Kimbark Ave, Chicago, IL",2,6.41,7.79,8.09,8.52,8.6,8.66,8.65,8.74,10.0,15.1,5.86,-87.59510701032025,41.79829943345037
1065,3/9/2017,"5394 S Kimbark Ave, Chicago, IL",2,5.52,5.66,5.84,5.82,7.2,11.5,17.3,24.5,24.0,19.0,2.13,-87.59510637446061,41.79826355276767
1070,2/19/2020,"5346 S Rutherford Ave, Chicago, IL",5,2.11,3.1,3.55,4.04,4.39,5.03,7.06,10.7,11.3,9.31,1.7,-87.7905266997039,41.79439178993276
1072,3/21/2022,"5352 W Fletcher Ave, Chicago, IL",5,11.2,14.3,14.9,15.8,16.6,17.5,17.5,17.6,16.6,15.4,14.7,-87.6511516,41.9389943
1073,1/25/2020,"5357 W Grace St, Chicago, IL",3,5.85,4.87,7.35,8.11,8.71,26.5,38.8,35.7,35.7,33.5,40.8,-87.76133670008112,41.9497996
1074,8/6/2021,"5335 W Newport Ave, Chicago, IL",2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-87.7600631410166,41.943304880062705
1075,1/28/2020,"5399 W Oakdale Ave, Chicago, IL",5,2.4,3.0,3.65,3.69,4.02,5.64,9.4,11.5,9.7,5.72,2.16,-87.76112128,41.93416408
1076,8/19/2019,"5364 W Potomac Ave, Chicago, IL",2,7.9,8.6,9.2,9.0,8.6,8.2,8.3,8.4,8.8,9.2,12.0,-87.76083899912211,41.903921
1077,1/25/2022,"5342 W Warwick Ave, Chicago, IL",5,4.92,4.98,4.18,4.49,3.72,3.98,3.49,2.98,2.93,2.48,3.25,-87.76049472544182,41.9488923
1078,1/24/2022,"5381 W Waveland Ave, Chicago, IL",3,8.78,13.4,14.6,16.4,17.0,17.1,16.3,13.9,12.4,11.3,9.06,-87.76012692515704,41.9479913
1079,11/27/2019,"5326 W Winona St, Chicago, IL",3,8.84,14.6,17.1,20.8,21.4,20.2,19.1,16.6,11.2,9.04,7.42,-87.76169837411983,41.9744787
1080,10/7/2020,"5444 N Lovejoy Ave, Chicago, IL",2,4.3,4.4,3.7,3.9,4.7,6.5,8.4,9.8,11.0,10.0,7.1,-87.77089760341545,41.980396
1083,5/6/2017,"5484 N Linder Ave, Chicago, IL",3,2.93,3.46,4.06,4.04,4.12,4.83,8.58,13.0,13.9,13.4,14.6,-87.76605006602166,41.980951038699814
1084,10/14/2017,"5422 N Linder Ave, Chicago, IL",5,3.44,4.89,5.47,5.79,5.74,5.99,5.83,5.51,8.08,13.6,11.1,-87.7654399234568,41.9805164
1085,9/4/2019,"5473 N Ludlam Ave, Chicago, IL",2,15.2,14.8,18.8,11.9,11.4,26.4,31.0,28.6,22.7,20.4,7.13,-87.76190416979534,41.9795668
1086,11/10/2021,"5464 N Melvina Ave, Chicago, IL",2,16.0,26.0,18.0,16.0,14.0,14.0,14.0,14.0,19.0,27.0,22.0,-87.78381087334938,41.98088695
1087,9/28/2019,"5455 N Menard Ave, Chicago, IL",1,7.55,8.07,8.3,7.72,7.44,6.67,10.2,22.0,25.2,23.2,17.5,-87.77336599329863,41.97903791646698
1089,3/3/2022,"5460 N Natchez Ave, Chicago, IL",5,3.16,3.11,3.22,3.81,4.36,4.49,4.68,4.64,5.06,12.9,9.11,-87.78887620649577,41.980751213501215
1090,9/3/2019,"5431 N Natoma Ave, Chicago, IL",3,7.69,7.61,12.8,11.9,7.81,7.06,6.74,7.04,6.2,6.56,6.09,-87.79251505433228,41.98062081883135
1091,9/4/2019,"5459 N Neenah Ave, Chicago, IL",3,2.4,2.6,2.7,2.9,3.2,3.3,2.8,3.6,7.3,8.3,7.0,-87.79009381222289,41.98048856813095
1092,3/21/2022,"5489 N New England Ave, Chicago, IL",1,2.7,3.9,4.6,4.3,3.8,3.5,6.1,15.0,17.0,14.0,7.7,-87.79852915000001,41.97997035
1093,12/27/2019,"5457 N Newcastle Ave, Chicago, IL",2,4.38,6.91,10.6,11.0,10.1,10.1,12.1,22.8,23.5,21.2,2.97,-87.79733920210084,41.9795536
1094,10/9/2019,"5422 N Sayre Ave, Chicago, IL",1,6.36,10.7,12.2,12.2,10.6,8.45,8.88,10.0,11.6,11.9,3.59,-87.80126822812908,41.98082475915298
1095,10/1/2019,"5458 S Harding Ave, Chicago, IL",1,7.65,14.8,19.4,20.0,20.8,22.1,21.7,17.1,20.9,25.2,4.7,-87.72184228182486,41.794024179662145
1096,4/8/2017,"5435 S Harper Ave, Chicago, IL",2,7.74,7.65,7.0,7.0,8.99,18.4,25.5,23.8,18.7,15.5,19.1,-87.58893469164434,41.7974045087334
1097,10/16/2018,"5491 S Harper Ave, Chicago, IL",2,16.5,8.28,11.0,11.8,12.7,14.0,54.3,19.6,26.7,34.2,9.73,-87.58893372339352,41.797354099175166
1098,3/4/2016,"5497 S Harper Ave, Chicago, IL",2,11.2,10.3,14.0,13.0,13.2,17.3,20.6,25.4,33.1,35.8,30.4,-87.58912782657319,41.79613932865954
1099,5/13/2016,"5418 S Harper Ave, Chicago, IL",2,5.89,19.6,19.7,18.5,14.2,10.8,9.27,9.7,9.14,7.59,3.8,-87.58915540968646,41.79738993487054
1101,1/23/2020,"5439 S Hoyne Ave, Chicago, IL",2,4.48,4.94,5.86,8.44,7.21,7.29,7.82,11.2,13.4,13.7,5.13,-87.67649752372881,41.7951009
1103,6/25/2021,"5435 S Ingleside Ave, Chicago, IL",3,4.72,4.94,5.62,6.95,7.4,7.74,8.06,8.88,10.5,13.2,11.2,-87.60306221143216,41.796952450000006
1104,3/30/2017,"5460 S Ingleside Ave, Chicago, IL",2,3.74,4.51,4.1,4.02,5.37,13.3,18.8,19.8,19.9,19.0,16.0,-87.60285373220613,41.79578263699965
1105,2/15/2020,"5486 S Lotus Ave, Chicago, IL",2,7.3,10.1,9.15,8.04,8.69,11.8,18.1,18.6,17.8,16.9,16.5,-87.75839005,41.79352425
1106,1/31/2022,"5431 S Nashville Ave, Chicago, IL",3,2.4,3.7,4.6,6.2,6.9,5.9,5.8,5.5,5.0,4.9,2.6,-87.78682040978944,41.79289461162877
1107,12/2/2019,"5457 S New England Ave, Chicago, IL",2,16.3,23.0,14.4,9.41,9.37,13.8,17.8,30.7,35.4,29.3,4.23,-87.79426214917218,41.7926469
1108,10/24/2019,"5493 S Ridgewood Ct, Chicago, IL",2,3.69,3.35,3.16,7.89,11.6,13.2,12.7,11.1,10.2,9.11,8.29,-87.5923190639453,41.79736255
