,Date.Sampled,Address,HCluster,longitude,latitude
1118,9/14/2019,"5597 N Linder Ave, Chicago, IL",2,-87.76581028481326,41.98202602039943
1121,3/2/2022,"5589 N Paris Ave, Chicago, IL",2,-87.8302867,41.9449351
1124,9/17/2019,"5599 N Wayne Ave, Chicago, IL",2,-87.66384492759876,41.98289419726361
1126,8/19/2019,"5573 S Hoyne Ave, Chicago, IL",3,-87.6765743683429,41.792206470401744
1128,12/9/2021,"5556 S Mason Ave, Chicago, IL",5,-87.7709167234373,41.7915476816913
1129,9/10/2019,"5591 S Neva Ave, Chicago, IL",3,-87.8005001944359,41.7908945
1130,2/14/2020,"5598 S Newcastle Ave, Chicago, IL",1,-87.7924821277802,41.79083815
1131,11/3/2021,"5554 S Normandy Ave, Chicago, IL",2,-87.78882999306722,41.7909955
1132,5/19/2021,"5531 S Union Ave, Chicago, IL",2,-87.642573,41.792586
1133,10/28/2019,"5590 W Ardmore Ave, Chicago, IL",1,-87.7666866451854,41.985954199480624
1134,11/4/2020,"5527 W Ardmore Ave, Chicago, IL",3,-87.76670816899903,41.98568025
1135,12/17/2021,"5515 W Ardmore Ave, Chicago, IL",2,-87.7679266575505,41.98577633578817
1137,12/7/2021,"5616 N Milwaukee Ave, Chicago, IL",1,-87.77543526599368,41.98395827690451
1138,10/1/2019,"5666 N Nottingham Ave, Chicago, IL",2,-87.80342970903558,41.98375235
1139,1/26/2022,"5685 N Parkside Ave, Chicago, IL",5,-87.76941209619311,41.98434698674204
1140,7/21/2021,"5668 N Rockwell Ave, Chicago, IL",1,-87.694916,42.0176244
1141,12/27/2016,"5694 N Rockwell St, Chicago, IL",5,-87.6944518539164,41.984406495881565
1143,2/16/2022,"5632 S Mason Ave, Chicago, IL",5,-87.7709677837956,41.78918745
1144,6/5/2019,"5621 S Parkside, Chicago, IL",2,-87.58378618239189,41.7710801
1147,9/17/2021,"5667 W Carmen Ave, Chicago, IL",5,-87.77016406126555,41.97379591581703
1148,5/28/2021,"5650 W Corcoran Pl, Chicago, IL",2,-87.76559448979592,41.88711357142857
1151,12/18/2017,"5735 N Kostner Ave, Chicago, IL",4,-87.73829012606797,41.986173000522015
1152,9/28/2021,"5744 N Manton Ave, Chicago, IL",3,-87.76909199709974,41.98661805431555
1153,2/8/2022,"5776 N Mobile Ave, Chicago, IL",3,-87.78497699806073,41.9861608
1156,11/19/2016,"5795 N Oketo Ave, Chicago, IL",3,-87.81175519403781,41.98515011112468
1157,9/14/2017,"5769 N Oketo Ave, Chicago, IL",3,-87.81218989383792,41.98452035
1158,12/19/2017,"5778 N Virginia Ave, Chicago, IL",3,-87.70583281884153,41.986006938774395
1159,1/29/2019,"5722 N Wayne Ave, Chicago, IL",1,-87.66312279700826,41.986590128875015
1160,3/15/2019,"5757 N Wayne Ave, Chicago, IL",1,-87.66350177272727,41.98566895454545
1163,12/23/2019,"5779 S Menard Ave, Chicago, IL",5,-87.76675819957546,41.7885602
1164,2/11/2020,"5784 S Moody Ave, Chicago, IL",5,-87.77562740067192,41.78715281814168
1165,11/2/2021,"5788 S Nagle Ave, Chicago, IL",2,-87.78297582507133,41.787980410088416
1166,12/23/2019,"5753 S Natoma Ave, Chicago, IL",3,-87.78760601507737,41.787032738747186
1167,4/4/2022,"5763 S Neenah Ave, Chicago, IL",2,-87.78554203043478,41.7872281
1168,2/11/2020,"5732 S New England Ave, Chicago, IL",3,-87.79371221826989,41.786967091257196
1169,11/12/2021,"5739 S Normandy Ave, Chicago, IL",1,-87.78919588723404,41.78685645
1171,3/8/2022,"5714 W Eddy St, Chicago, IL",3,-87.77128527319084,41.94510795
1172,9/17/2021,"5718 W Grover St, Chicago, IL",3,-87.7716412707188,41.970553363039926
1174,2/3/2020,"5719 W Huron St, Chicago, IL",2,-87.76868142210282,41.8931282
1175,2/1/2022,"5797 W Waveland Ave, Chicago, IL",2,-87.7710137565572,41.94757224394708
1176,12/15/2021,"5726 W Waveland Ave, Chicago, IL",5,-87.77114281816561,41.94757074528086
1178,10/16/2019,"5839 N Kilbourn Ave, Chicago, IL",5,-87.74062845370582,41.98775897139176
1180,9/17/2019,"5844 N Louise Ave, Chicago, IL",2,-87.75294953279624,41.98854276139182
1181,8/30/2019,"5831 N Luna Ave, Chicago, IL",2,-87.76609846946076,41.98714150417284
1183,8/6/2018,"5825 N Markham Ave, Chicago, IL",3,-87.7749979444881,41.98768909406132
1185,2/24/2020,"5877 N Mason Ave, Chicago, IL",2,-87.77676721522894,41.98796717561311
1186,7/26/2018,"5836 N Mobile Ave, Chicago, IL",3,-87.78510519593426,41.98792401104875
1189,9/1/2016,"5868 N Overhill Ave, Chicago, IL",2,-87.81920957620274,41.98616611774738
1190,7/1/2016,"5813 N Overhill Ave, Chicago, IL",2,-87.81919835116241,41.98625348372388
1191,9/1/2016,"5879 N Overhill Ave, Chicago, IL",3,-87.81931976763315,41.987044248964494
1192,8/5/2021,"5894 N Talman Ave, Chicago, IL",1,-87.69538607330152,41.9878209
1193,8/13/2021,"5844 N Virginia Ave, Chicago, IL",1,-87.70639190332729,41.98785477703446
1194,7/13/2021,"5830 N Wayne Ave, Chicago, IL",2,-87.66337976367925,41.98760637247513
1196,2/19/2020,"5847 S Moody Ave, Chicago, IL",2,-87.77559101151533,41.78619185671748
1197,3/23/2022,"5824 S Natoma Ave, Chicago, IL",2,-87.7878060026427,41.78645707135266
1198,1/23/2020,"5885 S New England Ave, Chicago, IL",4,-87.79387865762128,41.78547932630216
1199,11/9/2021,"5881 S New England Ave, Chicago, IL",2,-87.79368763315682,41.786299165584985
1200,10/7/2021,"5860 W Eastwood Ave, Chicago, IL",5,-87.77430325884521,41.965034194335246
1201,8/13/2019,"5832 W Patterson Ave, Chicago, IL",3,-87.77367799573122,41.94679540376648
1202,12/10/2019,"5843 W School St, Chicago, IL",2,-87.77307642128991,41.940498250000005
1203,10/23/2020,"5926 W Walton St, Chicago, IL",2,-87.77348508472221,41.89768085
1205,9/2/2021,"5938 N Drake Ave, Chicago, IL",5,-87.71750760417218,41.98944557039246
1206,12/23/2019,"5995 N East Circle Ave, Chicago, IL",5,-87.79990795050671,41.98898095
1207,2/22/2022,"5926 N East Circle Ave, Chicago, IL",2,-87.79991277924167,41.989883137238756
1208,12/14/2021,"5920 N East Circle Ave, Chicago, IL",2,-87.79992959481358,41.98990565220787
1209,9/20/2018,"5991 N Hermitage Ave, Chicago, IL",1,-87.67303287755102,41.9891718367347
1210,4/27/2016,"5913 N Kilpatrick Ave, Chicago, IL",1,-87.745786,41.989734
1212,11/11/2017,"5923 N Kostner Ave, Chicago, IL",2,-87.73846032141824,41.989659910202704
1213,4/28/2018,"5998 N Kostner Ave, Chicago, IL",2,-87.73845492653797,41.98934462644029
1214,1/7/2020,"5958 N Leader Ave, Chicago, IL",4,-87.75566071428572,41.98982385714286
1215,9/22/2018,"5989 N Legett Ave, Chicago, IL",3,-87.7566261707317,41.99011646341463
1216,2/14/2022,"5995 N Melvina Ave, Chicago, IL",5,-87.78264961119655,41.989522435558996
1217,2/22/2022,"5929 N Merrimac Ave, Chicago, IL",5,-87.78426365575737,41.98907755
1218,7/27/2016,"5959 N Mulligan Ave, Chicago, IL",1,-87.78629634137992,41.989129257899755
1219,3/9/2022,"5963 N Newburg Ave, Chicago, IL",2,-87.78942921101066,41.9894973
1220,10/20/2021,"5929 N Newburg Ave, Chicago, IL",2,-87.7889839959128,41.989636787184246
1221,3/23/2022,"5956 N Richmond St, Chicago, IL",3,-87.70292287755102,41.99021283673469
1222,2/15/2022,"5982 N Richmond St, Chicago, IL",5,-87.70292535714286,41.99028364285714
1223,9/3/2016,"5981 S Ada St, Chicago, IL",1,-87.6582115625,41.7865690625
1224,6/15/2021,"5928 S Kilbourn Ave, Chicago, IL",1,-87.73525654811627,41.78433344228869
1225,9/18/2021,"5981 S Komensky Ave, Chicago, IL",4,-87.72405152162656,41.78502228717279
1226,11/29/2021,"5935 S Kostner Ave, Chicago, IL",1,-87.73259096969184,41.7843435279623
1228,9/2/2021,"5930 S May St, Chicago, IL",2,-87.65354200175,41.785270631428354
1229,10/21/2021,"5968 W Byron St, Chicago, IL",4,-87.77589377330952,41.951137402003965
1230,11/7/2018,"5984 W Byron St, Chicago, IL",1,-87.7763245892661,41.95113165939178
1231,3/3/2020,"5945 W Eddy St, Chicago, IL",5,-87.77578445806863,41.94494511294301
1232,6/11/2019,"5976 W Midway Park, Chicago, IL",2,-87.77387285426686,41.88883463416752
1233,9/28/2021,"5988 W Patterson Ave, Chicago, IL",5,-87.77542714647474,41.9469074
1234,2/17/2022,"5933 W Peterson Ave, Chicago, IL",3,-87.77745477777778,41.9902787037037
1235,10/4/2019,"5958 W Warwick Ave, Chicago, IL",4,-87.77588499093127,41.948591078039854
1236,9/9/2017,"593 E 46Th St, Chicago, IL",3,-87.61175691040866,41.81119172581578
1237,11/12/2020,"512 E 88Th St, Chicago, IL",2,-87.61013635122222,41.734826646924375
1238,6/3/2021,"536 E 88Th St, Chicago, IL",2,-87.6112481553302,41.73492615
1239,1/11/2017,"522 E 91St St, Chicago, IL",2,-87.61063636740313,41.72917551377988
1240,2/18/2022,"579 N Albany Ave, Chicago, IL",5,-87.70408092924893,41.89160149064376
1241,2/18/2022,"577 N Long Ave, Chicago, IL",2,-87.76060249232498,41.89087545252442
1242,8/19/2017,"510 N St Louis Ave, Chicago, IL",1,-87.71385495932867,41.891091097601816
1243,4/10/2018,"554 N St Louis Ave, Chicago, IL",1,-87.713652,41.891699
1244,10/15/2016,"558 S Clinton St, Chicago, IL",2,-87.6408596307466,41.87490561284806
1245,2/14/2022,"545 W 107Th St, Chicago, IL",2,-87.63739023643927,41.699783445833546
1246,2/8/2022,"552 W 120Th St, Chicago, IL",2,-87.63609502295792,41.676138805888186
1247,5/19/2017,"566 W 128Th St, Chicago, IL",4,-87.63402313631089,41.66139810752492
1248,12/10/2021,"576 W 38Th St, Chicago, IL",2,-87.639455,41.82528378571429
1249,9/23/2019,"578 W 97Th St, Chicago, IL",1,-87.63772370596718,41.717980697859915
1250,9/17/2018,"581 W Aldine Ave, Chicago, IL",2,-87.64325144,41.94216250666667
1251,12/9/2021,"522 W Arlington Pl, Chicago, IL",1,-87.64378550870514,41.92664761916292
1252,10/26/2021,"555 W Belmont Ave, Chicago, IL",3,-87.64386493939394,41.94013636363636
1253,10/2/2018,"585 W Dickens Ave, Chicago, IL",1,-87.64333749833393,41.920160066700845
1254,10/18/2019,"6096 N Drake Ave, Chicago, IL",1,-87.71738720885338,41.991815849999995
1255,9/14/2019,"6014 N Kedzie Ave, Chicago, IL",2,-87.70909412835137,41.99278313242493
1257,7/22/2021,"6034 N Landers Ave, Chicago, IL",2,-87.7525515678631,41.99152803127801
1258,3/10/2020,"6057 N Marmora Ave, Chicago, IL",2,-87.77572669044989,41.990816699999996
1260,9/28/2021,"6098 N Mason Ave, Chicago, IL",4,-87.77654042604689,41.991433866178866
1261,8/30/2019,"6017 N Mason Ave, Chicago, IL",1,-87.77677021996708,41.99092613878283
1262,1/31/2020,"6070 N Menard Ave, Chicago, IL",1,-87.77277699156339,41.990662
1264,7/29/2021,"6079 N Rockwell St, Chicago, IL",5,-87.69469006493976,41.991991358900684
1265,9/4/2019,"6033 N Sacramento Ave, Chicago, IL",1,-87.70397807575,41.990899049999996
1266,3/10/2020,"6017 N Saint Louis Ave, Chicago, IL",3,-87.71656325342852,41.99131394231833
1267,3/14/2022,"6069 N St Louis Ave, Chicago, IL",2,-87.71616138091554,41.9908359
1268,3/6/2020,"6010 S Austin Ave, Chicago, IL",2,-87.77178407160791,41.78252902000735
1269,5/20/2021,"6033 S Bishop St, Chicago, IL",5,-87.6605779903749,41.78410506494975
1270,6/8/2021,"6015 S Kenneth Ave, Chicago, IL",2,-87.73398526590717,41.78281327782899
1271,2/15/2020,"6010 S Kilpatrick Ave, Chicago, IL",2,-87.73987058110008,41.78262122087223
1272,12/10/2019,"6056 S Mobile Ave, Chicago, IL",3,-87.7788866018156,41.78245608084138
1273,10/23/2018,"6083 S Monitor Ave, Chicago, IL",5,-87.76811536355174,41.782502815963575
1275,11/24/2021,"6016 S Normandy Ave, Chicago, IL",3,-87.78862380903028,41.78148730948105
1276,10/12/2021,"6093 W Berenice Ave, Chicago, IL",2,-87.77865371069191,41.95036773113694
1278,7/19/2018,"6174 N Avers Ave, Chicago, IL",3,-87.72527465719197,41.99356931696251
1279,9/27/2018,"6183 N Campbell Ave, Chicago, IL",2,-87.69208150975177,41.993463312056846
1280,6/18/2021,"6137 N Drake Ave, Chicago, IL",2,-87.71783286971085,41.993048400792645
1281,1/6/2018,"6175 N Karlov Ave, Chicago, IL",5,-87.73141858384109,41.99338015037766
1283,12/20/2021,"6182 N Kilbourn Ave, Chicago, IL",2,-87.73927490191716,41.992130191672864
1285,9/3/2019,"6147 N Maplewood Ave, Chicago, IL",2,-87.69369505370145,41.993105650000004
1286,7/8/2016,"6184 N Mcclellan Ave, Chicago, IL",2,-87.77096081489474,41.995469914240296
1289,8/19/2016,"6194 N Ottawa Ave, Chicago, IL",2,-87.8194930749863,41.991010193278264
1290,3/21/2022,"6117 S Drake Ave, Chicago, IL",5,-87.7134666,41.8407413
1291,8/30/2016,"6131 S Ellis Ave, Chicago, IL",5,-87.6014596003414,41.7833953
1292,3/9/2017,"6126 S Ellis Ave, Chicago, IL",5,-87.60101101343562,41.78291886635955
1293,12/11/2019,"6191 S Kilbourn Ave, Chicago, IL",2,-87.73492738035844,41.78085021551961
1294,11/9/2016,"6145 S Kolmar Ave, Chicago, IL",3,-87.73614254824687,41.78067544678554
1295,8/13/2018,"6163 S Meade Ave, Chicago, IL",5,-87.77390381521155,41.77990747568827
1296,12/27/2019,"6153 S Moody Ave, Chicago, IL",2,-87.77538793706928,41.781012707459
1298,2/25/2020,"6187 S Paulina St, Chicago, IL",2,-87.66681867703008,41.78223008329082
1299,1/12/2017,"6190 S Rhodes Ave, Chicago, IL",2,-87.61219659589008,41.78295760123632
1300,11/19/2016,"6182 W Dakin St, Chicago, IL",5,-87.78034688553262,41.95184935
1301,1/9/2019,"6179 W Dakin St, Chicago, IL",2,-87.7803584632019,41.95224845
1302,11/19/2016,"6113 W Dakin St, Chicago, IL",5,-87.77999077019295,41.95197913633956
1303,12/20/2021,"6151 W Giddings St, Chicago, IL",2,-87.78139854538603,41.96652663299329
1304,12/7/2019,"6168 W Lawrence Ave, Chicago, IL",3,-87.78148669434637,41.967636988430186
1305,9/11/2019,"6152 W Leland Ave, Chicago, IL",2,-87.78064649999999,41.965947799999995
1306,1/23/2020,"6128 W Peterson Ave, Chicago, IL",3,-87.78061395672259,41.99026869390229
1307,1/23/2020,"6141 W Waveland Ave, Chicago, IL",2,-87.78077254445827,41.947332599999996
1309,8/17/2018,"6251 N Kedvale Ave, Chicago, IL",1,-87.73242467491691,41.99464397976896
1310,4/13/2022,"6259 N Lakewood Ave, Chicago, IL",2,-87.66325333709,41.9960989
1311,3/3/2020,"6221 N Lakewood Ave, Chicago, IL",2,-87.66325060091486,41.996009
1314,7/26/2021,"6282 N Leona Ave, Chicago, IL",1,-87.75473873708144,41.9957956773027
1315,1/15/2020,"6281 N Leroy Ave, Chicago, IL",2,-87.75725235836879,41.994807797098396
1316,1/27/2020,"6293 N Louise Ave, Chicago, IL",5,-87.76637200243881,41.99494373448826
1318,9/7/2019,"6236 N Richmond St, Chicago, IL",5,-87.70309547589333,41.995376860393094
1319,6/28/2021,"6281 N Troy St, Chicago, IL",1,-87.70794716003432,41.99524033290793
1321,3/26/2016,"6254 S Kedzie Ave, Chicago, IL",2,-87.70303059818778,41.779231577096816
1323,9/5/2019,"6227 S Mason Ave, Chicago, IL",3,-87.77016966666666,41.77805554166667
1324,12/28/2019,"6286 S Mason Ave, Chicago, IL",2,-87.77058607383381,41.7790584
1325,12/13/2021,"6285 S Neenah Ave, Chicago, IL",1,-87.7848474520198,41.778386819147805
1326,5/25/2021,"6252 W 63Rd Pl, Chicago, IL",2,-87.77730503222826,41.7771029
1327,5/23/2019,"6273 W 64Th St, Chicago, IL",2,-87.77797971244986,41.77583933064172
1331,6/5/2018,"6273 W Newport Ave, Chicago, IL",3,-87.78318679826626,41.94302830623081
1332,8/11/2018,"6284 W Peterson Ave, Chicago, IL",1,-87.78481863636364,41.99023081818182
1333,12/16/2021,"6383 N Albany Ave, Chicago, IL",5,-87.70739694865411,41.99722445
1334,12/28/2020,"6386 N Hamlin Ave, Chicago, IL",2,-87.72386613236377,41.996353368250126
1335,3/28/2022,"6398 N Kirkwood Ave, Chicago, IL",5,-87.73996340503714,41.99634085374967
1336,3/4/2017,"6317 N Kirkwood Ave, Chicago, IL",5,-87.73946982708748,41.99669165
1337,5/6/2017,"6354 N Kirkwood Ave, Chicago, IL",5,-87.73995797187692,41.99693270898537
1338,1/25/2022,"6362 N Kolmar Ave, Chicago, IL",2,-87.742167,41.997139
1340,8/22/2019,"6391 N Leroy Ave, Chicago, IL",4,-87.75604923355647,41.996259202709226
1341,8/3/2021,"6352 N Magnolia Ave, Chicago, IL",2,-87.66190047706729,41.99776274557389
1342,11/18/2021,"6356 N Melvina Ave, Chicago, IL",4,-87.78298,41.99605475
1343,2/25/2020,"6371 N Neenah Ave, Chicago, IL",2,-87.78979645956028,41.996701630447006
1344,12/13/2019,"6399 N Neenah Ave, Chicago, IL",2,-87.79001178133679,41.99699333567908
1345,7/8/2017,"6357 N Nokomis Ave, Chicago, IL",2,-87.75978959763313,41.9969372028963
1347,1/28/2017,"6372 N Odell Ave, Chicago, IL",5,-87.8100705,41.99644275
1348,7/5/2018,"6389 N Odell Ave, Chicago, IL",1,-87.81020369535031,41.996824365032786
1349,12/2/2021,"6352 N Oriole Ave, Chicago, IL",2,-87.81658010815902,41.99673884435368
1350,2/4/2020,"6363 N Tripp Ave, Chicago, IL",1,-87.73509810526315,41.996941842105265
1351,3/9/2022,"6385 S Champlain Ave, Chicago, IL",2,-87.60967519713837,41.77972542893725
1353,4/6/2022,"6367 S Kostner Ave, Chicago, IL",2,-87.7322050136778,41.77784925
1354,11/5/2021,"6350 S Marshfield Ave, Chicago, IL",2,-87.66556662838674,41.77836767170215
1356,2/4/2020,"6352 W Hyacinth St, Chicago, IL",4,-87.78584679136557,41.99170105
1357,3/30/2022,"6311 W Warwick Ave, Chicago, IL",2,-87.78540156374908,41.948317777100385
1358,1/22/2020,"6418 N Fairfield Ave, Chicago, IL",2,-87.6983547448311,41.999032448014944
1359,6/3/2021,"6488 N Fairfield Ave, Chicago, IL",5,-87.69857244900014,41.99893380877048
1363,7/30/2018,"6465 N Nordica Ave, Chicago, IL",3,-87.80309596116405,41.99818281961908
1364,9/18/2019,"6490 N Oketo Ave, Chicago, IL",2,-87.81312195168918,41.998263
1366,11/16/2021,"6412 N Tahoma Ave, Chicago, IL",5,-87.76300325459474,41.99891316838656
1367,2/24/2020,"6483 S Keating Ave, Chicago, IL",5,-87.74111379233837,41.776304795689875
1368,3/28/2022,"6499 S Langley Ave, Chicago, IL",2,-87.60821841638939,41.777742764632876
1369,10/19/2020,"6516 N Spokane Ave, Chicago, IL",2,-87.75970785268007,41.999016999999995
1370,3/4/2020,"6596 N Caldwell Ave, Chicago, IL",3,-87.76713884306683,41.997415633035025
1371,3/24/2018,"6580 N Fairfield Ave, Chicago, IL",5,-87.69880829918915,42.00045415
1372,4/20/2017,"6525 N Hiawatha Ave, Chicago, IL",2,-87.7626439,41.9996169
1373,12/16/2019,"6519 N Maplewood Ave, Chicago, IL",1,-87.6938982068402,42.00034945
1374,8/16/2018,"6511 N Minnetonka Ave, Chicago, IL",5,-87.76759423076923,41.99960946153846
1379,11/5/2021,"6515 N Spokane Ave, Chicago, IL",1,-87.75912696168992,41.99944153442367
1380,9/26/2019,"6513 N Washtenaw Ave, Chicago, IL",4,-87.69739400681478,42.00066643849418
1381,1/22/2020,"6560 N Waukesha Ave, Chicago, IL",1,-87.7687582905549,41.9994035
1382,5/19/2021,"6539 S Claremont Ave, Chicago, IL",1,-87.68203193483363,41.77394191789119
1383,8/14/2018,"6584 S DreXel Ave, Chicago, IL",1,-87.60349531681658,41.77549274587537
1384,11/15/2021,"6564 S Kilpatrick Ave, Chicago, IL",3,-87.7395974845154,41.77373332551013
1385,6/4/2019,"6589 W 60Th St, Chicago, IL",2,-87.78566952619592,41.783026299348634
1386,4/5/2022,"6580 W Clarence Ave, Chicago, IL",3,-87.79059086645876,41.994532152042524
1387,9/9/2019,"6542 W Foster Ave, Chicago, IL",4,-87.79219990692584,41.97569931481879
1389,7/15/2017,"6628 N Ashland Ave, Chicago, IL",2,-87.67080049358157,42.00250440000001
1390,10/14/2017,"6654 N Ashland Ave, Chicago, IL",5,-87.670402,42.002519
1391,3/17/2017,"6641 N Bosworth Ave, Chicago, IL",4,-87.66920611675677,42.00306057438172
1392,8/1/2018,"6685 N Bosworth Ave, Chicago, IL",3,-87.66958730561892,42.0025371
1393,3/4/2020,"6678 N Lehigh Ave, Chicago, IL",1,-87.76798720901947,42.00185919572581
1395,9/28/2021,"6625 N Maplewood Ave, Chicago, IL",1,-87.69356620164,42.002810265873045
1397,10/28/2016,"6650 N Onarga Ave, Chicago, IL",5,-87.81048551748644,42.00098163561677
1398,6/3/2021,"6653 N Washtenaw Ave, Chicago, IL",3,-87.69744044757816,42.00255006112956
1399,5/18/2021,"6678 S Bishop St, Chicago, IL",1,-87.66049050000001,41.7724715
1400,5/17/2021,"6622 S Laflin St, Chicago, IL",2,-87.66170862516965,41.77282871449738
1401,6/22/2021,"6658 S Maryland Ave, Chicago, IL",3,-87.604669,41.773273
1402,8/26/2019,"6619 S Rockwell St, Chicago, IL",5,-87.68864250326496,41.772869549999996
1403,12/12/2019,"6614 W Foster Ave, Chicago, IL",3,-87.79475645331601,41.975785599999995
1406,10/7/2019,"6731 N Jean Ave, Chicago, IL",1,-87.77498448297547,42.0043232
1407,9/19/2018,"6755 N Lightfoot Ave, Chicago, IL",5,-87.77382922139216,42.00385474835718
1408,3/4/2017,"6772 N Loleta Ave, Chicago, IL",5,-87.77174905494083,42.00322632689621
1409,8/20/2021,"6798 N Newgard Ave, Chicago, IL",2,-87.66706564,42.00519908
1411,10/18/2021,"6751 N Whipple St, Chicago, IL",1,-87.70568420281565,42.0036063144029
1412,1/12/2017,"6764 S Kedvale Ave, Chicago, IL",3,-87.72592907153148,41.770737350000005
1413,7/29/2021,"6729 S Loomis Blvd, Chicago, IL",2,-87.65925121905467,41.77141424329727
1414,10/2/2019,"6797 S Morgan St, Chicago, IL",1,-87.64952160721299,41.77076928851951
1415,2/10/2020,"6743 S Normal Blvd, Chicago, IL",2,-87.63718630730048,41.77103000033891
1416,6/1/2019,"6781 W 56Th St, Chicago, IL",5,-87.79117295889621,41.79027316850009
1417,9/30/2020,"6808 S Marshfield Ave, Chicago, IL",4,-87.66544070312528,41.7699639
1418,9/9/2019,"6895 N Loleta Ave, Chicago, IL",2,-87.76993919534623,42.00504880465377
1420,3/1/2022,"6849 N Olcott Ave, Chicago, IL",2,-87.81358105925248,42.005832711944684
1423,5/25/2018,"6891 N Waukesha Ave, Chicago, IL",5,-87.76502634705928,42.00698703779667
1425,8/27/2019,"6888 N Wildwood Ave, Chicago, IL",5,-87.77709207973969,42.004793201676726
1427,5/17/2021,"6836 S Constance Ave, Chicago, IL",1,-87.58019882478065,41.77007899122587
1428,6/18/2016,"6834 S Constance Ave, Chicago, IL",1,-87.58020576689718,41.77033629951693
1429,8/20/2016,"6845 S Constance Ave, Chicago, IL",2,-87.58021811472962,41.77078658380689
1430,5/18/2021,"6844 S Harper Ave, Chicago, IL",2,-87.58810576923076,41.770013538461534
1431,10/20/2021,"6811 W Higgins Ave, Chicago, IL",2,-87.79894141397331,41.97921105
1433,10/29/2016,"6936 N Central Ave, Chicago, IL",2,-87.76182449737026,42.00707136435256
1434,10/1/2019,"6995 N Chicora Ave, Chicago, IL",3,-87.76583303082097,42.007669259456165
1436,1/29/2020,"6954 N Oriole Ave, Chicago, IL",2,-87.8167300876159,42.0067909
1438,1/14/2020,"6956 S Karlov Ave, Chicago, IL",2,-87.72476780000001,41.76610232
1439,8/9/2021,"6988 W Hobart Ave, Chicago, IL",2,-87.80276754799053,41.98502583705221
1440,3/1/2022,"6919 W Hobart Ave, Chicago, IL",1,-87.8023943963458,41.98465679813621
1441,11/15/2021,"668 E 100Th St, Chicago, IL",2,-87.60714487073992,41.7127043
1442,9/27/2021,"622 E 33Rd Pl, Chicago, IL",1,-87.610553,41.834357
1444,3/30/2022,"646 N Pine Ave, Chicago, IL",2,-87.76332519622814,41.891559466652126
1445,6/21/2021,"615 N Pine St, Chicago, IL",2,-88.1961933,41.8882756
1446,6/11/2021,"648 N Sawyer Ave, Chicago, IL",2,-87.70778750980843,41.89226346381354
1447,11/7/2019,"679 W 129Th Pl, Chicago, IL",1,-87.63824505161826,41.65824612170027
1449,3/6/2020,"623 W Deming Pl, Chicago, IL",1,-87.64485387547172,41.92804081824548
1451,7/27/2021,"7037 N Greenview Ave, Chicago, IL",4,-87.66815956476103,42.01054565
1454,8/4/2018,"7082 N Mcalpin Ave, Chicago, IL",2,-87.779892,42.009226
1455,8/22/2019,"7022 N Tahoma Ave, Chicago, IL",4,-87.78172627896899,42.00999668472866
1456,5/19/2021,"7059 S Eggleston Ave, Chicago, IL",2,-87.63566272661382,41.76634415
1459,2/9/2022,"7194 N Oleander Ave, Chicago, IL",4,-87.81531559999999,42.010492150000005
1460,9/21/2019,"7119 S Artesian Ave, Chicago, IL",2,-87.6847210149669,41.763638900000004
1461,9/16/2019,"7118 S Dobson Ave, Chicago, IL",1,-87.59956790513301,41.76494114353404
1462,5/24/2021,"7128 S Hermitage Ave, Chicago, IL",3,-87.66716577427965,41.76326345
1463,5/22/2018,"7162 W 64Th Pl, Chicago, IL",1,-87.79892385282194,41.77458804184336
1464,11/29/2021,"7272 N Damen Ave, Chicago, IL",2,-87.68037898381309,42.01381323898604
1467,12/7/2021,"7248 N Oriole Ave, Chicago, IL",1,-87.81648175528046,42.01306261106317
1468,6/9/2021,"7275 S Calumet Ave, Chicago, IL",5,-87.61668268205311,41.76228273854894
1469,1/15/2020,"7284 S Cornell Ave, Chicago, IL",2,-87.58493773211922,41.7627703
1470,2/4/2020,"7247 S Euclid Ave, Chicago, IL",5,-87.57833871132385,41.762693999999996
1471,2/15/2020,"7244 S Hermitage Ave, Chicago, IL",2,-87.66763667428023,41.7618998
1472,9/9/2019,"7247 S Talman Ave, Chicago, IL",2,-87.68916037922239,41.76136627278323
1473,3/18/2022,"7221 W Bryn Mawr Ave, Chicago, IL",1,-87.80796750228821,41.9828156413309
1474,2/2/2022,"7217 W Lunt Ave, Chicago, IL",2,-87.80864312346765,42.00825415
1475,9/18/2019,"7289 W Myrtle Ave, Chicago, IL",5,-87.80921636953191,41.993468968189326
1476,3/11/2020,"7267 W Pratt Ave, Chicago, IL",1,-87.80869766724693,42.0046419
1479,8/18/2018,"7317 N Meade Ave, Chicago, IL",5,-87.77879870000001,42.014590150000004
1480,10/28/2021,"7350 N Meade Ave, Chicago, IL",1,-87.7784884357272,42.01428100435213
1482,12/31/2019,"7330 N Olcott Ave, Chicago, IL",5,-87.814037672412,42.01384997260947
1483,11/17/2021,"7333 N Osceola Ave, Chicago, IL",2,-87.8124304516623,42.01380505
1484,11/9/2021,"7369 N Ottawa Ave, Chicago, IL",5,-87.8176924489383,42.01421418827351
1485,8/5/2021,"7311 N Ottawa Ave, Chicago, IL",1,-87.81769306117287,42.014145985341884
1486,5/25/2021,"7389 S Artesian Ave, Chicago, IL",3,-87.68445284156597,41.76016685928332
1487,10/21/2021,"7344 S Eberhart Ave, Chicago, IL",2,-87.61262367353648,41.76111150089774
