,Date.Sampled,Address,HCluster,X1st.Draw,X2nd.Draw,X3rd.Draw,X4th.Draw,X5th.Draw,X6th.Draw,X7th.Draw,X8th.Draw,X9th.Draw,X10th.Draw,X11th.Draw,longitude,latitude,raw_address,place_id
502,9/17/2019,"3836 N Avers Ave, Chicago, IL",2,2.91,4.15,5.39,6.61,6.93,7.15,7.4,7.19,7.02,7.65,8.59,-87.72397355861668,41.95098184942133,"{'house_number': '3828', 'road': 'North Avers Avenue', 'suburb': 'Irving Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60618', 'country': 'United States', 'country_code': 'us'}",143832539
503,11/19/2021,"3858 N Janssen Ave, Chicago, IL",2,7.58,13.6,14.4,14.0,11.3,13.7,8.72,4.72,4.05,3.75,3.67,-87.66606320042686,41.95237815,"{'house_number': '3858', 'road': 'North Janssen Avenue', 'suburb': 'Lake View', 'city': 'Chicago', 'municipality': 'Lake View Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60613', 'country': 'United States', 'country_code': 'us'}",155954279
504,6/9/2021,"3833 N Lakewood Ave, Chicago, IL",2,5.28,5.24,5.41,6.09,8.81,15.3,17.6,18.1,18.7,18.6,12.4,-87.66145535066607,41.95203155,"{'house_number': '3833', 'road': 'North Lakewood Avenue', 'quarter': 'Wrigleyville', 'suburb': 'Lake View', 'city': 'Chicago', 'municipality': 'Lake View Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60613', 'country': 'United States', 'country_code': 'us'}",155506584
505,10/8/2019,"3835 N Page Ave, Chicago, IL",2,7.4,8.14,8.18,8.05,8.98,8.88,8.57,8.18,8.33,11.7,13.9,-87.82775004999999,41.949677,"{'house_number': '3835', 'road': 'North Page Avenue', 'neighbourhood': 'Dunning', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60634', 'country': 'United States', 'country_code': 'us'}",143551537
506,10/3/2018,"3850 N Seeley Ave, Chicago, IL",2,11.0,15.0,17.0,14.0,18.0,21.0,22.0,27.0,15.0,7.1,3.4,-87.68000353196194,41.95154602217608,"{'house_number': '3834', 'road': 'North Seeley Avenue', 'neighbourhood': 'Cuyler', 'suburb': 'North Center', 'city': 'Chicago', 'municipality': 'Lake View Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60618', 'country': 'United States', 'country_code': 'us'}",156812853
507,2/20/2020,"3890 S Calumet Ave, Chicago, IL",2,11.8,22.2,21.4,20.1,18.8,16.0,15.2,13.3,11.4,10.9,4.11,-87.61833593597783,41.82440253108195,"{'house_number': '3838', 'road': 'South Calumet Avenue', 'neighbourhood': 'Bronzeville', 'suburb': 'Douglas', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60653', 'country': 'United States', 'country_code': 'us'}",156267811
508,11/29/2021,"3866 W 61St Pl, Chicago, IL",2,8.93,6.51,5.32,6.15,6.24,6.17,6.84,9.92,11.7,12.0,11.1,-87.71952506500266,41.78151899077547,"{'house_number': '3838', 'road': 'West 61st Place', 'suburb': 'West Lawn', 'city': 'Chicago', 'municipality': 'Lake Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60629', 'country': 'United States', 'country_code': 'us'}",156546524
509,8/13/2021,"3899 W 68Th St, Chicago, IL",4,123.0,27.2,14.2,9.87,12.0,12.6,18.2,26.2,24.6,26.9,2.79,-87.719911,41.769512,"{'house_number': '3859', 'road': 'West 68th Street', 'suburb': 'West Lawn', 'city': 'Chicago', 'municipality': 'Lake Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60629', 'country': 'United States', 'country_code': 'us'}",143556019
510,9/14/2021,"3879 W 75Th Pl, Chicago, IL",4,11.6,10.5,6.35,5.5,5.51,7.11,8.74,10.8,10.7,10.7,2.62,-87.71997583708642,41.75633153972116,"{'house_number': '3837', 'road': 'West 75th Place', 'suburb': 'Ashburn', 'city': 'Chicago', 'municipality': 'Lake Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60652', 'country': 'United States', 'country_code': 'us'}",144479858
511,7/12/2021,"3838 W 80Th Pl, Chicago, IL",3,7.63,3.63,3.64,3.42,2.96,3.89,8.35,14.1,16.6,15.4,9.77,-87.71792499120671,41.74689852992459,"{'house_number': '3824', 'road': 'West 80th Place', 'neighbourhood': 'Clarkdale', 'suburb': 'Ashburn', 'city': 'Chicago', 'municipality': 'Lake Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60652', 'country': 'United States', 'country_code': 'us'}",144770872
512,10/3/2019,"3851 W Flournoy St, Chicago, IL",2,14.2,11.0,14.7,12.6,13.1,13.6,15.1,14.6,14.3,15.4,2.64,-87.72202179591837,41.87249830612245,"{'house_number': '3843', 'road': 'West Flournoy Street', 'suburb': 'West Garfield Park', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60624', 'country': 'United States', 'country_code': 'us'}",143647350
513,5/17/2021,"3853 W Grenshaw St, Chicago, IL",2,2.86,7.93,11.0,12.4,12.6,12.3,9.4,8.21,7.48,7.17,3.41,-87.72183459979026,41.86703773412012,"{'house_number': '3845', 'road': 'West Grenshaw Street', 'suburb': 'North Lawndale', 'city': 'Chicago', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60624', 'country': 'United States', 'country_code': 'us'}",144114982
514,10/21/2020,"3943 N Hermitage Ave, Chicago, IL",2,6.04,5.25,6.84,6.98,7.36,8.23,10.3,15.9,16.5,17.3,12.6,-87.6723663,41.953692,"{'house_number': '3943', 'road': 'North Hermitage Avenue', 'suburb': 'Lake View', 'city': 'Chicago', 'municipality': 'Lake View Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60613', 'country': 'United States', 'country_code': 'us'}",155852799
515,3/13/2020,"3977 N Francisco Ave, Chicago, IL",5,7.49,10.9,19.9,25.3,26.7,23.8,22.0,18.1,17.0,15.4,9.62,-87.70054770843545,41.95309867355967,"{'house_number': '3931', 'road': 'North Francisco Avenue', 'suburb': 'Irving Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60625', 'country': 'United States', 'country_code': 'us'}",155818924
516,9/15/2018,"3927 N Keeler Ave, Chicago, IL",2,5.61,13.3,11.9,15.3,11.1,12.6,17.0,21.0,23.0,22.0,12.1,-87.73232518725523,41.95232520457572,"{'house_number': '3917', 'road': 'North Keeler Avenue', 'suburb': 'Irving Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60630', 'country': 'United States', 'country_code': 'us'}",143235484
517,11/20/2020,"3961 N Mobile Ave, Chicago, IL",1,19.5,23.1,31.8,30.4,28.0,27.0,27.8,26.5,24.4,24.8,21.7,-87.78346252536726,41.95249299212488,"{'house_number': '3947-3949', 'road': 'North Mobile Avenue', 'neighbourhood': 'Dunning', 'suburb': 'Portage Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60634', 'country': 'United States', 'country_code': 'us'}",143417933
518,7/30/2021,"3987 N Mozart St, Chicago, IL",1,3.85,4.96,5.47,6.84,7.94,9.2,8.3,7.52,6.79,6.36,8.73,-87.69934727888645,41.95379235464482,"{'amenity': 'Pete’s Place', 'house_number': '2825', 'road': 'West Irving Park Road', 'suburb': 'Irving Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60618', 'country': 'United States', 'country_code': 'us'}",155341189
519,1/21/2020,"3910 N Oakley Ave, Chicago, IL",2,4.6,4.9,3.4,3.3,4.4,8.1,8.5,7.9,8.4,9.1,2.6,-87.68610217740412,41.95246639348503,"{'house_number': '3906', 'road': 'North Oakley Avenue', 'neighbourhood': 'Roscoe Village', 'suburb': 'North Center', 'city': 'Chicago', 'municipality': 'Lake View Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60618', 'country': 'United States', 'country_code': 'us'}",155787593
520,4/5/2022,"3977 N Page Ave, Chicago, IL",5,8.0,36.1,36.7,36.8,39.7,57.2,39.9,35.0,33.4,34.7,10.7,-87.82797957142284,41.9513915916918,"{'house_number': '3937', 'road': 'North Page Avenue', 'neighbourhood': 'Dunning', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60634', 'country': 'United States', 'country_code': 'us'}",144042071
521,12/20/2019,"3971 N Pioneer Ave, Chicago, IL",2,3.3,5.6,5.8,5.8,5.7,5.2,4.7,5.4,4.5,3.9,2.4,-87.83190289472292,41.95189293387096,"{'house_number': '3950-3954', 'road': 'North Pioneer Avenue', 'neighbourhood': 'Dunning', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60634', 'country': 'United States', 'country_code': 'us'}",143491476
522,9/27/2019,"3943 N Ravenswood Ave, Chicago, IL",2,15.3,15.1,20.2,21.0,18.1,13.4,8.9,5.31,4.79,4.52,4.34,-87.67431499060326,41.9539580635968,"{'house_number': '3946', 'road': 'North Ravenswood Avenue', 'neighbourhood': 'Cuyler', 'suburb': 'North Center', 'city': 'Chicago', 'municipality': 'Lake View Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60613', 'country': 'United States', 'country_code': 'us'}",156298867
523,12/19/2019,"3931 N Whipple St, Chicago, IL",5,4.97,5.38,5.87,7.08,7.23,7.21,7.64,10.8,13.1,12.4,7.83,-87.70421108249114,41.95298104555827,"{'house_number': '3927', 'road': 'North Whipple Street', 'suburb': 'Irving Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60625', 'country': 'United States', 'country_code': 'us'}",155762731
524,11/22/2021,"3937 W 105Th St, Chicago, IL",1,15.4,25.0,28.6,28.8,28.5,28.2,29.3,29.5,28.9,30.2,35.3,-87.71981367802067,41.7020613,"{'house_number': '3937', 'road': 'West 105th Street', 'suburb': 'Mount Greenwood', 'city': 'Chicago', 'municipality': 'Lake Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60655', 'country': 'United States', 'country_code': 'us'}",143569245
525,10/14/2021,"3954 W 58Th Pl, Chicago, IL",4,5.89,6.71,6.62,6.74,8.16,11.0,12.2,12.8,12.9,13.2,12.3,-87.72187101142326,41.78694607713907,"{'house_number': '3932', 'road': 'West 58th Place', 'neighbourhood': 'West Elsdon', 'city': 'Chicago', 'municipality': 'Lake Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60629', 'country': 'United States', 'country_code': 'us'}",156547098
526,5/3/2019,"3998 W 64Th Pl, Chicago, IL",3,5.67,2.92,4.11,20.2,8.04,13.2,9.53,11.4,8.96,5.61,1.88,-87.721919,41.77601,"{'house_number': '3940', 'road': 'West 64th Place', 'suburb': 'West Lawn', 'city': 'Chicago', 'municipality': 'Lake Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60629', 'country': 'United States', 'country_code': 'us'}",156040382
527,8/13/2019,"391 E 89Th Pl, Chicago, IL",4,0.5,1.06,1.0,0.5,0.5,0.5,1.16,1.14,1.13,1.23,1.21,-87.61474695837174,41.73184769072771,"{'house_number': '375', 'road': 'East 89th Place', 'neighbourhood': 'Garden Homes', 'city': 'Chicago', 'municipality': 'Hyde Park Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60619', 'country': 'United States', 'country_code': 'us'}",156238765
528,7/18/2016,"342 E 89Th Pl, Chicago, IL",1,4.89,4.38,3.73,4.02,4.36,4.17,3.77,3.92,3.67,3.24,1.7,-87.61581282568476,41.73199555916855,"{'house_number': '344', 'road': 'East 89th Place', 'neighbourhood': 'Garden Homes', 'city': 'Chicago', 'municipality': 'Hyde Park Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60619', 'country': 'United States', 'country_code': 'us'}",155901741
529,10/15/2021,"353 E 89Th Pl, Chicago, IL",3,2.25,3.04,3.62,3.46,3.67,3.86,4.31,4.89,4.98,4.6,3.25,-87.61558755723591,41.731834664918864,"{'house_number': '345', 'road': 'East 89th Place', 'neighbourhood': 'Garden Homes', 'city': 'Chicago', 'municipality': 'Hyde Park Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60619', 'country': 'United States', 'country_code': 'us'}",155829980
530,3/25/2016,"352 W 100Th Pl, Chicago, IL",4,4.03,3.1,1.56,1.47,1.52,1.73,1.61,1.78,1.87,2.41,1.94,-87.63289203208112,41.71182675,"{'house_number': '352', 'road': 'West 100th Place', 'neighbourhood': 'Roseland', 'city': 'Chicago', 'municipality': 'Lake Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60628', 'country': 'United States', 'country_code': 'us'}",156017273
531,6/10/2021,"348 W 100Th Pl, Chicago, IL",5,5.57,7.79,8.54,8.71,8.81,8.78,8.28,7.23,7.06,6.65,3.32,-87.63279765864553,41.71182825,"{'house_number': '348', 'road': 'West 100th Place', 'neighbourhood': 'Roseland', 'city': 'Chicago', 'municipality': 'Lake Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60628', 'country': 'United States', 'country_code': 'us'}",155682026
532,5/18/2017,"353 W Wellington Ave, Chicago, IL",4,8.52,12.0,15.5,14.1,20.3,22.3,20.6,19.4,17.4,16.0,3.6,-87.63891238527097,41.936508,"{'house_number': '357', 'road': 'West Wellington Avenue', 'suburb': 'Lake View', 'city': 'Chicago', 'municipality': 'Lake View Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60657', 'country': 'United States', 'country_code': 'us'}",353712260
533,2/7/2022,"4058 N Keystone Ave, Chicago, IL",2,6.38,4.82,7.11,7.89,11.2,28.7,22.2,24.2,20.9,15.8,12.6,-87.7293607111272,41.95482877836105,"{'house_number': '4038-4060', 'road': 'North Keystone Avenue', 'suburb': 'Irving Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60641', 'country': 'United States', 'country_code': 'us'}",143811193
534,11/27/2018,"4052 N Kolmar Ave, Chicago, IL",3,30.2,21.1,22.2,11.2,13.8,12.4,15.9,16.1,15.4,15.5,3.95,-87.74210196028571,41.9550746,"{'house_number': '4052', 'road': 'North Kolmar Avenue', 'suburb': 'Irving Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60641', 'country': 'United States', 'country_code': 'us'}",143219755
535,9/20/2019,"4066 N Plainfield Ave, Chicago, IL",1,35.4,27.8,20.8,28.4,20.6,17.8,20.7,24.6,20.8,19.9,8.4,-87.83436136421341,41.95345328547342,"{'house_number': '4042', 'road': 'North Plainfield Avenue', 'neighbourhood': 'Dunning', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60634', 'country': 'United States', 'country_code': 'us'}",144929208
536,11/26/2019,"4077 S Campbell Ave, Chicago, IL",5,20.0,17.1,17.2,15.2,11.4,13.7,16.9,17.2,17.9,19.6,14.7,-87.68710703067995,41.81966694712762,"{'house_number': '4047', 'road': 'South Campbell Avenue', 'neighbourhood': 'South Brighton', 'suburb': 'Brighton Park', 'city': 'Chicago', 'municipality': 'Lake Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60632', 'country': 'United States', 'country_code': 'us'}",144024865
537,6/23/2021,"4059 S Campbell Ave, Chicago, IL",1,4.54,3.19,2.58,2.97,3.06,5.38,4.74,5.0,6.04,7.62,8.05,-87.68696395881622,41.819401850000006,"{'house_number': '4059', 'road': 'South Campbell Avenue', 'neighbourhood': 'South Brighton', 'suburb': 'Brighton Park', 'city': 'Chicago', 'municipality': 'Lake Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60632', 'country': 'United States', 'country_code': 'us'}",145209536
538,8/24/2021,"4137 N Keeler Ave, Chicago, IL",3,5.39,5.39,5.54,5.47,5.6,5.84,5.76,6.1,6.55,8.78,18.6,-87.7322201085141,41.9565567,"{'house_number': '4137', 'road': 'North Keeler Avenue', 'suburb': 'Irving Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60630', 'country': 'United States', 'country_code': 'us'}",143236869
539,2/24/2022,"4194 N Kilbourn Ave, Chicago, IL",2,7.9,7.7,8.3,8.5,8.9,9.8,9.5,9.0,8.6,8.1,6.4,-87.74073703262484,41.9569278723629,"{'house_number': '4154', 'road': 'North Kilbourn Avenue', 'suburb': 'Irving Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60641', 'country': 'United States', 'country_code': 'us'}",144149897
540,11/28/2018,"4130 N Lawndale Ave, Chicago, IL",2,8.4,10.8,9.56,7.78,6.85,5.88,6.09,6.06,5.16,3.78,2.59,-87.72044430861104,41.95617884858315,"{'house_number': '4118', 'road': 'North Lawndale Avenue', 'suburb': 'Irving Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60625', 'country': 'United States', 'country_code': 'us'}",145080679
541,9/8/2021,"4145 N Mcvicker Ave, Chicago, IL",1,0.5,1.23,1.25,1.44,1.52,1.7,1.47,1.39,1.24,1.05,0.5,-87.77797738424796,41.9556949375423,"{'house_number': '4125', 'road': 'North McVicker Avenue', 'neighbourhood': 'Martin Luther', 'suburb': 'Portage Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60630', 'country': 'United States', 'country_code': 'us'}",143742580
542,9/15/2021,"4145 N St Louis Ave, Chicago, IL",5,2.59,2.97,2.8,3.85,4.35,2.27,1.73,1.71,1.77,5.76,5.2,-87.71533394299294,41.95647379443712,"{'house_number': '4129', 'road': 'North Saint Louis Avenue', 'suburb': 'Irving Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60625', 'country': 'United States', 'country_code': 'us'}",143861497
543,5/18/2021,"4169 S Berkeley Ave, Chicago, IL",2,4.68,4.52,4.39,5.56,11.2,17.6,11.5,10.2,11.7,25.8,13.0,-87.6004844855967,41.81816225,"{'house_number': '4169', 'road': 'South Berkeley Avenue', 'suburb': 'Oakland', 'city': 'Chicago', 'municipality': 'Hyde Park Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60653', 'country': 'United States', 'country_code': 'us'}",155818296
544,12/9/2019,"4138 W Nelson St, Chicago, IL",2,8.36,9.66,10.9,10.4,12.0,12.7,23.2,14.6,15.8,15.4,11.4,-87.73090695280906,41.93638738560704,"{'house_number': '4134', 'road': 'West Nelson Street', 'police_beat': 'Beat 2523', 'suburb': 'Avondale', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60641', 'country': 'United States', 'country_code': 'us'}",143824392
545,10/11/2019,"4127 W Wellington Ave, Chicago, IL",2,13.2,22.3,26.8,27.7,29.9,33.0,29.8,28.9,28.3,26.9,26.9,-87.73043127968424,41.93531539896514,"{'house_number': '4123', 'road': 'West Wellington Avenue', 'police_beat': 'Beat 2523', 'suburb': 'Avondale', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60641', 'country': 'United States', 'country_code': 'us'}",143746492
546,8/18/2016,"4217 N Avers Ave, Chicago, IL",2,7.9,14.0,14.0,13.0,9.9,8.4,6.1,4.5,3.3,2.9,2.6,-87.72395845048806,41.95790945273217,"{'house_number': '4219', 'road': 'North Avers Avenue', 'suburb': 'Irving Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60625', 'country': 'United States', 'country_code': 'us'}",144572057
547,8/19/2017,"4211 N Avers Ave, Chicago, IL",2,12.3,6.0,7.12,5.79,5.0,4.71,4.64,4.29,2.5,1.96,1.69,-87.72376750135592,41.9577544,"{'house_number': '4211', 'road': 'North Avers Avenue', 'suburb': 'Irving Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60625', 'country': 'United States', 'country_code': 'us'}",143700463
548,11/22/2021,"4225 N Kedvale Ave, Chicago, IL",1,7.05,9.6,8.51,8.31,7.92,15.4,27.9,30.3,21.8,19.9,16.5,-87.73086117084105,41.957774397393656,"{'house_number': '4205-4215', 'road': 'North Kedvale Avenue', 'suburb': 'Irving Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60641', 'country': 'United States', 'country_code': 'us'}",143898875
549,12/8/2018,"4249 N Mason Ave, Chicago, IL",5,2.67,3.45,4.01,3.97,3.97,4.17,5.1,9.93,15.4,17.2,13.9,-87.77546077022296,41.9581717,"{'house_number': '4249', 'road': 'North Mason Avenue', 'neighbourhood': 'Martin Luther', 'suburb': 'Portage Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60630', 'country': 'United States', 'country_code': 'us'}",143424777
550,2/24/2022,"4223 N Meade Ave, Chicago, IL",3,3.17,3.5,4.33,8.7,12.5,11.0,10.6,10.2,9.62,9.49,4.8,-87.77925362579863,41.9571464357,"{'house_number': '4213', 'road': 'North Meade Avenue', 'neighbourhood': 'Martin Luther', 'suburb': 'Portage Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60630', 'country': 'United States', 'country_code': 'us'}",143872188
551,9/23/2019,"4273 N Sacramento Ave, Chicago, IL",5,10.1,10.1,10.4,10.3,13.3,15.4,13.3,19.7,20.8,18.0,17.1,-87.70318280868698,41.9591617721583,"{'house_number': '4253', 'road': 'North Sacramento Avenue', 'suburb': 'Irving Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60625', 'country': 'United States', 'country_code': 'us'}",155797693
552,10/4/2021,"4222 N Sawyer Ave, Chicago, IL",3,8.7,9.4,12.0,12.0,12.0,12.0,11.0,12.0,16.0,34.0,12.0,-87.70968382835387,41.9582305,"{'house_number': '4222', 'road': 'North Sawyer Avenue', 'suburb': 'Irving Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60625', 'country': 'United States', 'country_code': 'us'}",143712573
553,11/28/2018,"4292 S Indiana Ave, Chicago, IL",2,4.46,4.38,4.69,5.02,6.67,10.7,10.8,9.43,9.62,10.0,8.67,-87.62152282373921,41.81678120035074,"{'house_number': '4254', 'road': 'South Indiana Avenue', 'suburb': 'Grand Boulevard', 'city': 'Chicago', 'municipality': 'Hyde Park Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60653', 'country': 'United States', 'country_code': 'us'}",156122259
554,12/6/2019,"4230 S Prairie Ave, Chicago, IL",2,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-87.61993656882831,41.817892772563226,"{'house_number': '4210', 'road': 'South Prairie Avenue', 'neighbourhood': 'Forestville', 'suburb': 'Grand Boulevard', 'city': 'Chicago', 'municipality': 'Hyde Park Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60637', 'country': 'United States', 'country_code': 'us'}",155788544
555,9/13/2019,"4219 S Prairie Ave, Chicago, IL",5,22.0,29.0,31.3,28.6,26.8,25.5,24.4,23.5,22.3,20.8,22.3,-87.61949415677638,41.81782285,"{'house_number': '4219', 'road': 'South Prairie Avenue', 'neighbourhood': 'Forestville', 'suburb': 'Grand Boulevard', 'city': 'Chicago', 'municipality': 'Hyde Park Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60637', 'country': 'United States', 'country_code': 'us'}",155906538
556,7/28/2021,"4239 W Roscoe St, Chicago, IL",2,9.39,9.07,10.7,10.8,13.0,14.3,18.4,20.6,22.6,23.0,19.6,-87.73376749436731,41.942566,"{'house_number': '4241', 'road': 'West Roscoe Street', 'suburb': 'Irving Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60634', 'country': 'United States', 'country_code': 'us'}",143206424
557,9/19/2018,"4273 W Wellington Ave, Chicago, IL",2,1.43,1.06,0.73,0.77,0.81,0.81,0.72,0.75,0.73,0.68,0.67,-87.73456151363736,41.9352886971854,"{'house_number': '2957', 'road': 'North Kildare Avenue', 'police_beat': 'Beat 2523', 'suburb': 'Hermosa', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60641', 'country': 'United States', 'country_code': 'us'}",143653731
558,11/24/2021,"4331 N Avers Ave, Chicago, IL",5,2.29,2.07,2.41,1.73,2.18,2.25,2.53,2.6,2.26,2.61,2.61,-87.72402085903042,41.96002806606456,"{'house_number': '4327', 'road': 'North Avers Avenue', 'suburb': 'Irving Park', 'city': 'Chicago', 'municipality': 'Jefferson Township', 'county': 'Cook County', 'state': 'Illinois', 'ISO3166-2-lvl4': 'US-IL', 'postcode': '60625', 'country': 'United States', 'country_code': 'us'}",144143702
